label,text
1,"&#8220;@IAmClatonBigsby: Bout to ride my horse, to come fuck yo bitch.&#8221;Ooh @ em tho"
2,I hear the birds in the summer breeze; I drive fast; I am alone at midnight.
1,"@NYRKelsMads That pup was like, this bitch is AWESOME! Can I go home with YOU?"
1,@IvetteBrianna_ you better feel the love... I don't even show these hoes love lol
2,@c_drew_ I'm guessing so. The players are talking trash.
2,Pops interviews remain warm and fuzzy.
2,#PDPLive is on November 10th. Get your early bird tickets from http://t.co/7xcL4Kyiuv @LifeOfShan http://t.co/ZcnP1ljoOW
1,"""@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;"" dis why i love miley :*"
2,I just whipped up these #homemade #pickled #eggs while home being a cripple... Made with #garlic&#8230; http://t.co/0xKFnW3luF
1,"&#8220;@Medrano420: You want to be a little bitch, than ima treat you like a little bitch.&#8221;"
2,RT @India_MSM: can Raheel mock Propphet Muhammad in same way as he mocked Lord Ram and Sita https://t.co/IjeAhR3cJI &#8230; will he apologise ?&#8230;
1,&#8220;@FullaCharisma And happy to be hoes too. Smh.&#8221;better than being in denial
1,@DopeBoy_Pollo &#128514; wassup pussy
1,4th RT @MayaAngelouFRO: Beat my pussy up like i snitched on you and you had to serve time in a state correctional facility for 5 years.
2,Yeah that's where you're supposed to put the trash can.... #rude http://t.co/molWF0py
2,This is so much fun! &#128070;&#128588; #1UBB #1ndiana #hoosiers #hoosierdaddy
2,@TheREALJB1RD Gotta get my superbowl shirt at the cleaners then we hitting the big bird.
2,What barrel of trash doesn't smell as bad? RT @Jay_F5 Imagine Dragons or Nickelback?
1,@Joey_D26 you're such a pussy
2,Which expendable player can we put in with the sole objective of breaking Beverley's jaw?
2,Their salsa negro is awesome... @StacyMungo @Loriisright
1,@CapoDaAssHole naw where can I see that hoe at
1,""" pussy is a powerful drug "" &#128517; #HappyHumpDay http://t.co/R8jsymiB5b"
2,Been Huntin hard and finally nailed her. Best wedding koozie I've ever seen. #redneck http://t.co/D6SBSYaNN2
2,RT @samknight1: @EliLake @saletan @JeffreyGoldberg Yeah I know it's Jeff's book. The one where he admits to beating prisoners and lying abo&#8230;
1,@A_Brown_30 and I just cleaned the entire fucking weight room. Looked like a tornado went through this bitch.C'mon franklin @Franklin_Probs
2,Swap meet bound #beaner
2,Ask the governor how we are supposed to pay for this? Typical #teabagger mentality. Government is EVIL until we need them LOL #morningjoe
1,&#8220;@coffincreepxx: Jose is so fucking mean to me like damn bitch lol&#8221; fuck you
2,Some Jihadi posted a bio of the #ISIS boss Mr Awad with excellent sociological info. Can't thank him/her enough for the gift.
2,""" momma said no pussy cats inside my doghouse """
2,WashPost Describes Charlie Crist's Bizarre Obsession With Fan Between Legs To Stop Sweat When Asked/Answering Questions! DoG
2,"My teacher always says ""Has a man ever abused his wife while using marijuana? Not unless she hides the Oreo cookies then she deserves it."""
1,""" these hoes like niggas that spend money not talk bout it """
2,Early morning beer as a reward for waking up and taking the trash out
2,Gotta love the undignified sprint across the yellow light to transfer buses because the first one was dawdling
1,@MONiiEROZAY this shit sorry than a hoe
1,"""@SukMySweetness: money only impress the simple broke bitches"""
2,"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad"
2,"""Bae"" sounds like such a ghetto word. Use something else"
1,"' From Freshman Year to Senior year , this really my niggah started being brothers 4 years ago TODAY . It's crazy... http://t.co/IIHcPFiyQu"
1,@AsapTwelvyy hoes.
2,Lmaoo we was sayin this same statement last year RT @DeeSwaggyJay93 Boozer is trash bro I'm done!! &#128514;
2,@Lvl_7_Eevee @UnicornCowboy @hisorraya I just wanted brownies man
2,RT @pambesteder: **WOW* according to this tweet by @Tarascan68 Obama must have been an Uncle Tom? http://t.co/Klcsgy9JPW
2,RT @BeyondBanksy: #BreakingNews #streetart #graffiti #new #mural by duo EtamCru in #Rome #Italy #morning #breakfast #coffee #trash http://t&#8230;
1,&#9996;&#65039; out bitch I'm winning &#128526; http://t.co/k3l15zoBGz
1,@SierraBell15 just called me a basic bitch and I'm not sure how I feel about it
1,!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny
2,@charlierose @jdickerson racist@NorahODonnell Tx trash there's no comparison betwn Pres Obama n GWBush rt poll will show He's supported 100%
2,They took it there bro you know I'm civil. RT @lilmissStoney: @VikkiNoSecrets wait a minute! Lol. Don't get ghetto V!
2,Epic mickey time? Nahh.. Two and a half men while i shiver. Tht sounds more like it.
1,"@JacobRyanBruhn Kiss these nuts, bitch!"
2,"@grinand BTW, Happy Birthday, Charlie! Get better soon!"
2,RT @JonyPrivat: #cheese #crackers #lacking http://t.co/ijDHKWdkoQ
2,&#8220;@ShesSoBlessed_: Oreos And Milk &#128523;&#8221;
1,&#8220;@beautiful_bleus: 7. You still fucn ya ex?&#8221;na that bitch corny
2,Yankees season over tho. So yeah.
1,"""@YEHits_Von: &#8220;@Run_DRC: I must be a bitch&#8221; you are &#128514;&#128514;&#128514; sike naw"" This why we always beefing &#128514;"
1,@I12sing pussy.... I ain't had a coochie since I was 16 &#128514;&#128514;
2,"Grr... Woke up ickblah. Congestion ew chunky bloaty gross. Missed the gym. 1 1/2hr wait for the Dr. 
 Boo Friday. 
#whineytweet"
1,&#8220;@surfboard101: @Vomitdatruth lmfaooooo!!!!! U bitch&#8221; I'm using that shit from now on.
2,"The ""Yanks"" Are Coming: From Disparagement to Pride http://t.co/HoELpcbBg6"
2,"@RonnieMack12 dawg, you so trash your momma got charged with littering when she dropped you off for school"
1,' I ain't trippen off you no mo &#1041204;&#9995; I done dropped you &#1043360; Knocked 4owe &#1043359; I could Neva be a foo for a hoe &#1043357;&#1043357; I put... http://t.co/GAIElrPDIK
1,@_BatGangBitchh no hoe
2,"RT @Bidenshairplugs: I can't believe the cops shot this fine young man. There goes the cure for cancer...

#FergusonOctober http://t.co/Leb&#8230;"
1,@CassiusClay_232 I know bro nigga seen a 7'1 African playing Guard and was handling the hoe
2,"RT @OmarImranTweets: Media be like:

*Muslim whale attacks US Navy*
*Muslim tiger attacks Zookeeper*
*Muslim bird attacks Eiffel Tower*
*Mu&#8230;"
1,&#8220;@vivaalakatyy: I just punched @victoriaaokk in the nose on accident because she just shocked the crap out of me &#128514;&#128514;&#128514;&#128514;&#8221; bitch that hurt!! &#128557;
2,"Mark Teixeira finally stepping up, HR and couple of BBs #Yankees"
1,@JavieTheCreator stank ass hoes haha
2,Why are people saying don't let guys treat you like a yellow starburst? That's my favorite.
2,RT @BryanHoch: Just 113 days until Yankees pitchers and catchers report.
2,"So I've been pretty paranoid about the cooling weather bringing about an abundance of birds in Austin, NYC and Philadelphia."
1,@Smilesbakedthis Are the guns for being a bad bitch ? &#128516;
1,@THEalexflores10 bitch answer my calls
2,I have a feeling tonight will be trash.
1,@ZachIrving I called people kikes and a lot of fucks
1,@KingJames is such a hoe . Wear your shoes ya big bitch .....you missed the couch shot Ray Allen bailed you out ......pussy
1,&#8220;@_CiaraaaS: What things do you love? &#8212; Myself http://t.co/D23mKPgMxu&#8221;food weed pussy life &#128129;
1,""" bitch get up off me """
1,@Rosaalbae @iH8TvvitterHoes faggot but you sent me hella nudes. Hmmmm
1,""" if you're toes ain't done you pussy stinks """
2,Mommy said no pussy cats inside my dawgs house
2,"See me ride out of that sunset, on your, colored TV screen #TNT #ACDC"
1,&#128073;RT @Str8_no_Chazer: Bet y'all bitches was deaf to MC Lyte's words about being treated like a queen huh
1,&#8220;@_chanaee_: Lol someone told me I had hoes so I sent them this&#128514;&#128514;&#128514; http://t.co/B5xBkamv4X&#8221;
1,@Queen_Kaaat how about I just fuck you right in the pussy
1,@JZolly23 also is search of dirty white trash hookers for the weekends
2,RT @SwaggVerified_: @TyJust_DoIt @Satisfied_x @Doit_LikeTre @_roeee but cant nobody at yall pep rally out jigg me
1,@Dem_lips_tho u knw me homie!!! show the bitches no love!!!
1,&#8220;@connycarvajal_: Why u can't just love?&#8221; Because we don't love these hoes
2,Ding ding ding &#128514;&#128514; &#171;@saudiasade Sagittarius - trash.&#187;
1,@LynkinTheDog doesn't wife these bitches http://t.co/TVRCzo99oe
1,&#8220;@dewayneee_: That pussy so wet she gotta dry outside&#8221;stop telling my business
2,RT @Great_Bryt: Riff Raff is trash
1,"@Liveitupjersey @ccass357 &lt;&lt; Where'd you go big mouth bitch?
Busy Choking on that Cock I told you to find?"
2,The boy who shot albino deer http://t.co/D4XajBEIb1
1,!!!!!!!!!!!!! RT @ShenikaRoberts: The shit you hear about me might be true or it might be faker than the bitch who told it to ya &#57361;
2,@JonJ_07 like their players really been talking trash about Bama.
1,"""@VeronikaHumbert: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh"" 

bitchy promo"
1,&#8220;@RegularAssRon: Ain't nothing better in life than meeting a hoe with a full time job&#8221;don't let her have her own benefits nigga what
1,@Darth_Maxwell dude I was pissed but then looking at it I fucking died at least I'm the most yoked ape&#128517;&#128514;
1,@EdgarGuillenjr @imthatsubieguy @blakeanderson21 @joshhandsomee87 you ain't 6 feet under its not over pussy
2,"Moral to the story: If you like the Yanks, I'll pretty much do anything you tell me to do."
2,"@lauramartyy ""wait n as in nick or m as in mick?"" &#128514;&#128514;"
2,"@pragathiguru , i'm viswa moulie. I wanna be ur friend.. Please, shall i ?"
2,RT @AustinToEllen: Praying today's m&amp;g pictures don't come out yellow &#128591;
1,@TheJoelBerggren have you looked yourself? This is funny. This is like Obama saying he is good for the economy. Hipster faggot. Funny though
2,RT @ahmiryoung Lakers on....I thought trash day was Monday
1,&#8220;@Xenoss_: I don't love these hoes&#8221; *we
1,"""She gotta shape up her pussy lips tho @PostPrettyPussy: Whole wheat organic pussy http://t.co/kq0R0A7z2g"""
2,So much for #UCLA being the team to beat they are trash
2,RT @Swizzzy: Peeps are trash.. Marsh mellows in general are trash
2,"&#8220;@Yankees: Alfredo Aceves in to relieve @CC_Sabathia here in the 4th. #Yankees&#8221; he needs to go away , gas can !"
2,The bird is the word. #EsuranceSave30
2,On the secret Party mission! Live tweaking to mock FATPO.
1,' Being in love stressful ma niggah .
2,@BaconParadox for two year old Oreos?-_-
2,@CBSThisMorning @charlierose @NorahODonnell tx trash your show was a disgrace this AM engaging w @MittRomney disrespecting the President
1,@ZRexxx @SlowDollaz we take your bitch then recieve head from your mom
1,"&#8220;@Godbody_ream: I couldn't hit a woman with a penis and pussy, I don't care how sexy or rich she is&#8221;&#128563;"
1,"@NYRKelsMads @pucksk8r 
Ware da colored elite meet to eat"
1,#BitchSlapThursdays 2NITE PURE PASSION DOORS OPEN @ 10.... But we watching the game in that bitch too&#8230; http://t.co/IggoHWEwfh
2,Hmu talmbout match but when I pull up its 30 other niccas wit ya &#128530;
2,@simonslives @recordstoreday cheers dude might nip to town for #TheEditors #Vinyl ;-) #MusicMatters
1,"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!"""
2,If i wasn't a Yankee fan i probably would be a SF Giants fan LOL
1,"""@_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard"" I see that you're mad about this."
1,@WhiteKidWraps I was RT 100 steal that bitch
1,@Juice__2 i know bout yo wack ass dreads nigger
2,"RT @TheMichaelRock: *answers phone*

Coworker: There's a dead bird outside.

Me: Wanna split it?

CW: What?

Me: Sorry, finders keepers, ri&#8230;"
1,@ArtbyLecardin @Deeiiggee @Amy0813Amy &#128529; and on that note I'm out dis bitch
1,"&#8220;@youngmintono: This girl stress me out , ion even have no hoes http://t.co/yPTxVbb3SK&#8221; shit I be saying lol"
1,@BetoDavidThomas @JesseCanon bitch my mom didn't call you
2,Is Yankee in a good mood today or what
1,"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me."
1,&#8220;@LeggsMania: the next time I see this bitch I'm beating her ass. job or not.&#8221; lol
2,@PCMag Overpriced complete trash. Not even debatable.
1,"@JedZiggler I say it all the time same with fag and queer it's all about the context I suppose, some people are just looking to get offended"
1,"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu"
2,RT @monogrammedprep: God is a Yankees fan. #FarewellCaptain
1,@Mymangot2JOBS_ lmao yes bitch &#128514;&#128128;&#128128;&#128128;&#128128;&#128128;
2,RT @daliasza: &#8220;@NoChillPaz: Me when somebody says Childish Gambino is trash http://t.co/8ejOHDLdD9&#8221;
2,Skippy and the Kats. #FezBandName @RonandFezSXM
2,"Hi Charlie, eating leftover candy? @Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74"
2,Enjoying the eccentricity of @RayEvernham's AmeriCarna. Charlie Daniels appearances in two of the three episodes I have watched.
1,@InEyeAleE Son. We the sammich family out this bitch. She KNOW Joey love sammiches.
2,Charlie looking like he's the one that made that 3.
1,@R3lentlssTr0ll @AnastasiaPacana yes i like dick and i hate bitches. who am i now?
2,"RT @SpenceLynn: Idk how people can just not have a job and stay at home all day watching tv, it was so boring for me to do it 2 days idk ho&#8230;"
1,"""@chieflottahoes: In D.C., we call them rollers, in Chiraq we call them thots."" All across America they have been known as a hoe."
1,@LupeFiasco uh oh its 9/11 what you gonna preach and cry about today faggot.
2,"RT @Mr_MshkL: &#1589;&#1608;&#1585;&#1577; &#1604;&#1591;&#1575;&#1574;&#1585; &#1575;&#1604;&#1603;&#1575;&#1585;&#1583;&#1610;&#1606;&#1575;&#1604; &#1575;&#1604;&#1571;&#1581;&#1605;&#1585; &#1575;&#1604;&#1605;&#1605;&#1610;&#1586;&#1548; &#1571;&#1581;&#1583; &#1588;&#1582;&#1589;&#1610;&#1575;&#1578; &#1604;&#1593;&#1576;&#1577; &#1575;&#1604;&#1591;&#1610;&#1608;&#1585; &#1575;&#1604;&#1594;&#1575;&#1590;&#1576;&#1577; angry birds &#1575;&#1604;&#1588;&#1607;&#1610;&#1585;&#1577; !
&#8226; http://t.co/0lowkClb"
2,RT @netflix: Here's your first look at Charlie Cox as Matt Murdock in #Marvel's @Daredevil on #Netflix #NYCC http://t.co/SIYuCgok8J
2,"RT @Mobute: Rick Scott vs. Charlie Crist is the worst gubernatorial election in America, and it's the face of our ugly future. http://t.co/&#8230;"
1,@BB16ZachRance @ArianaGrande oh&gt;&gt;&gt;&gt;&gt; so that's the bald bitch&lt;&lt;&lt;&lt;&lt;&lt;&lt;
1,&#8220;@koleworld4: &#128541; http://t.co/61zY8Cc47j&#8221;bitches swear they emojis&#128553;&#128514;
1,@ShakiyaTeniece @celebrity_ke she said she aint tricking off on them hoes...lls...foolish
1,@SPIFFY_VUITTON her pussy smell like boiled hot dog water and lizard dick.
2,"I love ""Butter"" by ATCQ, but I'd love it more if Q-Tip's hook was just looped for three and a half minutes instead of Phife's trash verses."
2,@ScottFerrall @HowardStern PHOTOS: Kate Upton cheers on the Yankees at last night's game http://t.co/Q2SVYRHUDu
2,"I know right. Get one guy out!! Man! @pjmclaugh: You had ONE JOB, Josh@Nobz13 Outman! #Yankees&#8221;"
2,Arroz con pollo
2,"@SuSuSudafed
I eat dat chicken out your love box baby. Lovin a white woman while eatin chicken. A colored mans dream"
2,We can't call somebody wack we got Raymond Felton RT @BeckDeeMyG: Lin so trash.
2,"E250 5.4 motor and tranny

I have a 2008 5.4 triton motor and Transmission with 5,200 miles that came off a E250... http://t.co/d5gic83k0V"
2,"RT @ticiaverveer: Royal city of the Kushite kings at Meroe (Sudan),near River Nile.It was the seat of the rulers who occupied Egypt http://&#8230;"
1,"""...Son of a bitch took my Tic Tacs.""

I like this movie."
2,RT @BestOfWorldStar: Charlie Sheen did the ice bucket challenge the right way http://t.co/IjS0b0VtoY
1,"""@_simplycaitlin: why do my friends hate me"" because you a ratchet hoe.."
2,You're standing on a slippery slope where it's all too easy to... More for Libra http://t.co/7THsA7v26i
2,RT @DjChubbESwagg: &#8220;@jemelehill: ::faints:: RT @desusnice: She has no idea how many of her resumes went straight to the trash http://t.co/D&#8230;
1,"""@witmyRUDEass: When a bitch don't want a real job they just become strippers lol"" lol."
1,"""No bitches "" - nan"
1,@JVP731 @keselowski @mattkenseth I would have loved to watch Newman bitch slap Johnson I'd pay to see that
1,"@DomWorldPeace Oh nab.. Def not that easy. You may not know, nor believe this but I'm legendary for curving pussy.. lol Guilty pleasure."
2,Damn internal alarm clock. Woke up at 6:35am feeling chunky from my 3am Cheerios splurge. Guilt led me to the treadmill. #Gym #nosleep
2,"A homeless dog living in a trash pile gets rescued, and then does something amazing! Please share. http://t.co/SzpStdxmn6 via @youtube"
2,"I would went in on that ref hell, with a post game interview saying he called me sad and trash."
1,@Beautifulcallen nigger lol thts offensive .....lol and my xmas was iite had a couple of drinks so i was fine ninja xmas ...lol
2,"""OVO"" &#8220;@Allthingsfresh3: &amp; kendrick lamar still trash&#8221;"
2,RT @gojackets973: @WesDurham its the start of another yellow jacket season tonight!!! How about a RT for ALL the Jacket Fans!!! #GTVT1 ...
1,@KxRxSxB haha alright well you gotta get here and see this bitch haha you'll scare the shit outta him I already have
2,@Hbt2013Mm I'll ask you same question Do you support border jumpers Do you support illegals
1,&#8220;@SEM25LIVE Leave all the bitchin to bitches&#8221;
1,@ResiDinero if we finna hoop inside or out fucking retard that's what I'm saying let me know allergic reaction lip ass nigga
1,@2LEGIT4that go be cunt somewhere else
2,@kamkamluvsblk Yeah one called me a race traitor lol
2,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/VIWMjjJxOT
1,@Benny_Balboa not to yall thou! Yalll fucking glad bag trash
1,@RihannaHasAids I knew farquaad a faggot
2,"RT @Herman_NYRBlog: Yankees shouldn't even bother to show up to Boston, man. Just fold the franchise. Cancel baseball."
1,@JawShoeeAhhh bitch answer me lol
2,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/DTLlzlXmPF
1,#WhatWouldYouChangeAboutYourPast the hoes I wasted time with
1,&#8220;@thepizzafacts: Cute text: ey bitch come over for some pizza&#8221;@KellieNehls
1,"""@__sneakyb: I hate when boys deny that they have bitches &#128080;&#128553;"" smh"
2,"RT @varepall: Charlie Rangel on GOP: They 'believe slavery isn't over' http://t.co/I8nolg9m6O

RANGEL IS A FLAGRANT TAX EVADER AND RACIST"
2,#NowPlaying : Great White - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6
1,@RJ_diggins86 get some sleep pussy.
2,@therealjuicyj @ProjectPatHcp yea ho
1,&#8220;@taylorsimonee_: I tend to have more sense that bitches older than me. That's sad.&#8221;
2,RT @legapsi06: I've only watched 10mins of this trash and I feel like I just wasted some valuable minutes of my life that I can never get b&#8230;
2,@NotEvanLarkin @bbcollins32 birds of a feather flock together y'all &#128037;&#128035;
1,"@CarelessOne92 weeknd dont save hoes b, idunno bout Drake"
1,@BabyxShad hoes twerking heavy to that
1,@_BeautifulKeezy yess bitch. Messyyy
1,&#8220;@TweetMeTFOut: You goofy RT @ViriDoesItt: Only goofy niggas simp over chicks with community pussy..&#8221; Who are you?
2,RT @MaryWCVB: Charlie Baker about to make his final election eve campaign stop- here at Swampscott High School. #wcvb #wcvbpoli http://t.co&#8230;
2,Yup RT @Durags4Eva: Egg nog trash rap
2,"RT @OhEmmeG: just because you ""not official"" doesnt mean you can act like complete trash and be free from acting like a decent human being"
2,@c00ntact @KevinI bumcia is trash smfh I would've thought he would have gone after Khan but what you said makes sense
1,"""@ozzie_garza: @white_thunduh I'm about to cool faggot chill"" tf is cool nigga"
1,@DP4_6 bitch yu not safe! http://t.co/hInvxbUp31
2,Did the Italian bird just call Janet a calzone? #UNCLEtweet
2,&#8220;@LastWordEvan: An inning and a half away from Alex Rodriguez being eligible to play. Just a thought. #Yankees #MLB&#8221; OMG. Feel an ulcer.
1,&#128557; RT @TrashAssTweets: When you wake up to bae being a hoe on the TL http://t.co/rbxh33ounM
1,"&#8220;@cooney_mane: @BrianMC630 ""they played a great job"" who's the retard now?&#8221;

&#128514;&#128514;&#128514;"
1,""" bad bitches is the only thing that i like """
1,"""I'm sick of his shit man @JonnieSantana: Sit his bitch ass, I'm fed up bro RT ""@80sbaby4life: Geno threw yet another pick smh"""""
1,@MmmPrexton lol ive gotten into with retards on here who actually think i am my avi -_-' ive gotten called ugly black bitch. like......
2,You're stuck on ghetto middle school days. Step our g... &#8212; wtf how ah I stuck in the middle school games jusy bc... http://t.co/hJnV01NTGB
2,"Saw brownies on the kitchen counter, bit into one and immediately a surge of pain and spice hit my tongue. Chili flakes. Eff you, Brian."
1,@YunGMiGo @BigMoneyNiquee &#128530; nicca fucc yu
2,Literally in the middle of the ghetto and these people look scary
1,@ZaneIsClasker @garrett_winker no I like pussy why would I be ashamed of that
2,@MinuteManX1776 @TheyKnowNotWhat &lt;&lt; closet muzzie @MayberryJustin @AllForCountry @LilMissPrepper @ritzy_jewels @glinsan1
2,@LoLDyrus It's retarded. Ignore the harlem shake fad and hope it goes away soon.
2,I should start wearing beanies more
2,RT @donnellrawlings: Salute to Derek jetter! Best Yankee ever!
2,@simons_lives keep in shape for the ski slopes
1,&amp; fuck your bitch
1,@DrunkAtChurch @MzYummyDread Slide up on a bad bitch/Dat bitch look good
1,#RayRice is still a bitch. @NFL got this one wrong. Women fans should be livid! #NoExcuses
2,@sweetlou462 Lol. Have fun! &#128516; I haven't been to a race since HS (Charlotte). Crazy redneck times. Lol.
2,Frustration can be a bitch !
2,"RT @Sunelite1: Can't wait for the @Cubs to sweep the Cardinals tonight on @espn ! No matter how bad the cubs are, we're gonna beat the bird&#8230;"
1,@GorgeousCamry_ @itsDeSha__ man get yo bitch ass out my mf mentions man with all tht bs u trippin
1,&#8220;@ForeverrrJadaaa: huge nips scary me&#8221; they scary me too
1,@PacDaGoat neck TITTIES then pussy
2,This re-colored pictured of Abraham Lincoln is one of the coolest things I&#8217;ve seen in a while&#8230; http://t.co/SHosDU7RYP
2,My black queen dreading my hairs.Thank you Most High for this Moor Queen I asked you for.I want to BE BEtter with her http://t.co/iFmRPJGyIC
1,@ShesLeslee you sure ?. . . And lmao pussy!
1,"#YesWeDid .......start building #windturbines SO FUCKIN"" BIG they can kill a whole flock of birds in one go&gt;"
2,"@orchetect Are we doing Mad Libs now? Cool. Uh... 
Twinkie 35' long, DJ Pon3 cameo, Magic&#8482;, Crystal Tree. #TNGSeason4Finale"
2,"""You hit no lights, no line for toco bell at 2 in he morning, and Diana's back in her house. It's a miracle"" - Charlie @dianaaaxo"
2,RT @Vaeflare: ...Because sometimes you just need a moment to appreciate a noble guinea pig with steampunk dragon wings. http://t.co/SeRyx9v&#8230;
2,"@mayarsharkawi Fake pics http://t.co/jtwUu9CYSr get off my TL, u r dismissed muzzie. @Darknight420 @JewJitsuGrl @Begbie_1 @efilnikcufecin7"
2,RT @KathrynBruscoBk: Think #windturbines are bad for birds? Compare: http://t.co/FpOSfLdOXW via @BloombergNews http://t.co/Eh6I7dOjUz via &#8230;
2,RT @MichaelArenella: Shy girls are cute
1,"""@savage_twotone: Next year bitches is gonna be like you gotta promise you won't expose me &#128514;&#128514;&#128557;"""
1,@SAMMI_boyden if we don't hang out until the concert smh ima kill a bitch
1,@Buy_Mortimer @WiigJosh @iowa51005 @TC_live2014 @todd_calfee Hookers are always complimentary-who wants to be with a bitch?
2,"@serenity_23 I assume so, the tranny went out this morning. I have a maxima."
2,Majority of it is trash anyway.
2,Good ol' Charlie. #wwc http://t.co/U3kkrlwOqk
2,Or their music is trash
2,"Remember that fear is there to guide you, not cripple you."
1,&#8220;@koleworld4: @what_evaittakes lmaooo nooo hoe&#8221;oh ok&#128533;
2,I need a cowboy killer and a cold one about now. @mr_dtb probably too tired tho to get down.&#128541;
2,"I used to get GRs a lot, tho. maybe that's why my soles cracked so much... http://t.co/lRCb0vabiG"
1,&#128588; RT @iDO_me2: this vodka be having all the hoes bent over&#128553;&#128131;
1,"@NicoleJeanxoxo @A_Mitchellll13 hahahaha ""move bitch get out the wayyyeee"""
2,"I be jamming Skid Row,Kix,Cinderella,Damn Yankees,Bon Jovi,Def Leppard,Whitesnake,Extreme,Vinnie Vincent Invasion,Ratt,Scorpions etc"
1,@Smokee_SMB damn I just got called a hoe
2,Fitzpatrick is trash bruh
2,My flow retarded &#128526;
2,"Get some H&#228;agen-Dazs ice cream bars, a whole lot, make sure chocolate, gotta have chocolate, man. Some popcorn, red popcorn, graham crackers"
1,"@MsMyaG yep, them bitches are dumb af....loyal but dumb lol"
2,"RT @kevinkoski: If Jeremy Lin dunked on Lebron in a Yankees cap, and then celebrated by Tebowing in front of Brett Favre, would ESPN exp ..."
