text,label
We may need to more actively show stakeholders the extent to which Konica Minolta was able to grow based on these initiatives.,0
Indeed it is the public sector which has increased its debt.,0
"And we've said in the past, 80% to 85%, I would say we're at 85% or slightly more that would burn in the next 12 months, with only a little bit of it going beyond that.",0
"Sao Paulo state does not have a good potential for wind power and also only a small remaining potential for hydro projects, directing the new increase in the state for thermal capacity.",0
"Again, offering them better energy efficiency and space savings or other functions on the board.",0
"So you don't have -- even though there may be more inflation out in the market, the PPI is getting closer to reality at least.",0
We saw that because restriction in cash withdrawal from banks and from ATMs were instituted as the government tried to catch up with the demand for cash with the new notes that they were printing.,0
NIB reports on the impact of the projects that are financed by the proceeds of NIB Environmental Bonds on an annual basis.,0
"But truly, when you look at Justice, you've got to look at it for two years.",0
"For many years to come oil and gas features in the energy mix in the IPCC’s suite of Paris-consistent scenarios, albeit progressively decarbonized and ultimately offset; the exact trajectory for oil and for gas varies from scenario to scenario.",0
"A number of the cost reductions outside labor relate to, for example, large infrastructure plays are moved to the cloud as we move out of our owned data farms.",0
"In connection with our plans to launch flights to London in 2021, we amended our purchase agreement with Airbus in April 2019 to convert 13 Airbus A321neo deliveries into A321 Long Range (“A321LR”) deliveries.",0
We're adding what we said CNX Gas was going to do and then what Dominion was going to do on a prorated basis.,0
"Well, we're in the market right now with America XII, so I'd expect that we're raising capital over the course of the next 12 months plus.",0
"The exploration success is in line with Eni’s exploration strategy of focusing on near- field incremental activities, leveraging on the synergies with existing facilities, reducing the time-to-market and providing for additional gas to the local market and export.",0
"For coal combustion byproduct, which includes coal ash, we expect regulations to be final by the first quarter of next year.",0
The aim of the acquisition is to expand the range of polycarbonate materials for major industries to include composites made from continuous fiber-reinforced thermoplastics.,0
"They can handle highly-seasonal electricity use, guarantee a secure supply and mitigate intermittent renewable energy input into electrical systems that cannot be switched to imports in case of peak demand or production issues.",0
"This, in turn, has meant that the wind power industry has become more and more competitive when compared to other energy sources and today, wind finds itself able to compete with the likes of coal and gas.",0
"No, Paul, they've continued to expand their position there and continue to acquire acreage in the second quarter.",0
"In addition, GHG emissions from material and fuel procurement totaled 6.15 million tons, of which the procurement of energy sources accounted for nearly 90%.",0
"The site is also eligible for renewable incentives, which, when combined with the power savings and income from the exported power, are worth over £2 million.",0
Further information on Shell’s contribution to COVID-19 relief efforts will be published in the Shell Sustainability Report in April 2021.,0
Appendix 73 Why Climate change and the transition to a low-carbon society can have a significant impact on our business.,0
"Renamed the CSR Report in 2010, the annual publication serves as a vital medium designed to communicate Minebea’s CSR and environmental policies as well as related activities.",0
"We have already begun shipping under these contracts, and anticipate ramping up to 100,000 barrels per day through 2019.",0
"Many of Uniper’s power plants also produce heat for district-heating systems as well as process steam, compressed air, and other services for nearby industrial enterprises.",0
India will lead China in terms of market growth because the demand for coal in India’s power production sector will rise exponentially while local coal production cannot meet the demand.,0
"In January 2012, we concluded an LNG sales and purchase agreement with the Ichthys LNG Project, in which we also acquired our first upstream equity interest.",0
Dave spoke about some of the advantages that we've got particularly with our low VOC.,0
"We had reevaluated our growth expectations for the transportation industry in 2012, and had talked about roughly a 4% penetration of EV vehicles really of all types, EVs, HEVs, PHEVs in the transportation sector by 2020.",0
"We have taken actions to reduce our exposure to lower power prices, by exiting the majority of our merchant generation and pursuing long-term contracts for our future growth projects.",0
"I think the card industry underestimated, when it kind of rushed back into the market, underestimated how weak the demand was.",0
"With the new structure, the Group, centered on the holding company, is aggressively developing business activities and aiming to fulfill its unifying mission of safe and reliable energy supply, and contribute to society.",0
"As you know, we're a synthetic drug, and we're not metabolized, but we are renally excreted.",0
"Well, I would guess that at this point, something like 75% or 80% of our revenue and backlog is industrial gas-related non-LNG.",0
"Our aim is to be a responsible corporate citizen, fully aware of the impact we have on our stakeholders, society as a whole, and environment.",0
"8 Annual Report 2020 Business description 65 In addition to the hydropower plants, we also operate Tonstad Windfarm (208 MW/0.7 TWh), from which we purchase all volumes as produced, balancing and optimizing production against our own hydropower production.",0
This 100% Renault motor de- signed by the engineers at the Technocentre is manufactured at the Cléon plant.,0
"For high yield, the call is for $285 billion of issuance, flat to up 10% from '17.",0
"But you're certainly not going to see it grow above 3%, and you've seen us come in pretty flat in the last 2 years well below the 3% target we set.",0
Prajwala- Sanitation (Madhya Pradesh) This programme is an extension of Project Prajwala in 200+ KGBVs of Madhya Pradesh.,0
I would say we do still have a robust pipeline of energy efficiency opportunities and so I think there are -- there is a strong pipeline there that gives us confidence that we will win additional new contracts.,0
The HealthCare divisions maintain their own active dialogue with their specific customer groups.,0
"To this end, we will continue making strategic investments in high-purity liquefied hydrogen chloride to adequately address rising demand from the semiconductor sector, mainly in East Asia.",0
"Increasingly so, farmers and producers across the globe are leveraging digital technologies to efficiently manage their operations and to harness valuable data insights in order to optimize production and output.",0
Companies’ climate strategy such as ambitious decarbonisation targets are also outside the scope of the model.,0
"However, these efforts could not offset the substantial rise in thermal power fuel costs and other costs arising from the suspension of our nuclear plants.",0
"Under the Strategic Plan 2018-2022, the company continues to optimise the businesses through additional efciency measures, with the commitment to cut annual operating expenses by Euros 500 million in 2022.",0
"We will work to attain sustainable growth based on our Long-term Strategic Vision and our medium-term corporate strategy, which is designed to realize the vision.",0
"It also then puts us on a transition path to getting towards our pyro-hemi shoulder, which is a few years after that.",0
"And over time, our goal is to expand the test menu and to have the potential with collaborators to reach patients in the home.",0
The minimum requirements are de- signed to ensure that institutions always hold sufficient liabilities so that they can use the bail-in tool if there is a threat to their continued existence as a going concern.,0
That in and of itself reduces the available clean corn to our ethanol facilities.,0
"Carbon footprint To determine greenhouse gas emissions throughout the entire value chain, including indirect emissions produced by third parties upstream and downstream of group activities. •",0
"So the 600,000 tons includes a decent amount of thermal coal that the previous owner was taking out of the mines.",0
"But what I will say is over the past 12 months, we've achieved about a 50% reduction in per foot drilling costs and a 30% reduction in per stage completion costs.",0
"That may not be an indication of client demand by the way, it could be an indication of efficiencies of management and the engagement.",0
"HFCs, PFCs and SF6 are almost absent from the Group’s emissions or are considered as non-material, and are therefore no longer counted in 2018.",0
"I'm not going to give the specific details, but the '10 savings are within the $180 million to $200 million cumulative goal that we have for 2010.",0
"These power plants are to be closed by 2025, according to the decisions of the UK government. (",0
"La Ruche, Guerlain’s new skincare and make-up manufac- turing facility, is supporting the brand’s expansion and showcasing its environmental and social engagement.",0
"Emirates which will have a capacity to produce 909,000 m3 of water per day.",0
Embedding sustainability in innovation Borealis does not just make raw materials.,0
"So as we did that analysis, it broadened the number of prospective markets for us.",0
"It actually is about 40% less radioactive than uranium ore that comes out of the ground, because it's had the U-235 or the more reactive component removed.",0
"And Catalent strategy certainly has been to remain focused on the 5,000-liter or less, where we can make some very reasonable CapEx investments and get significant growth as we've seen in our Madison facility.",0
And we worked pretty hard getting our leverage down to a much more manageable level.,0
"2020 Performance: 2020 production was 100.3 MMboe representing Woodside’s highest-ever annual production, exceeding the 100 MMboe internal target.",0
"Given the current trajectory of global emissions, successfully achieving the 2050 target requires interim goals and plans for meaningful action by a range of stakeholders.",0
So we do like to keep that married to an extent.,0
Our latest set of Shell scenarios was one of the many variables used in guiding the updated strategy which we announced in February 2021.,0
"The Chinese group, the world’s largest electric energy company, is our majority shareholder and is the driver behind the integration of the most advanced technologies in the electric sector, which boosts the operational efficiency of all businesses.",0
"This enables Airbus to measure its environmental impact, follow its performance and communicate information on environmental matters to internal and external stakeholders.",0
"Our controllers are capable of supporting both 12-volt and 48-volt topology, and the design wins that we have are from both flavors.",0
"So we tried to take that impact out of the -- that was related to 2017 out of the margin, just to give a more normalized rate, which would have been that 3.70%.",0
"In 2017, the group ran a Green Light Card campaign, through which it distrib- uted reflective cards for kids’ backpacks to reduce the risk of car accidents.",0
" Diversification of Resource Suppliers Currently, Tokyo Gas has long-term procurement agreements to import LNG from 10 projects in five countries.",0
"It is quite remarkable that our “smart phones” use much more sophisticated energy efficiency algorithms than our homes or buildings, while using a very small fraction of the electricity that our real estate infrastructure consumes.",0
So I think our view on China for '13 is good.,0
Only selected upstream emissions are measured directly and hence included in our corporate target.,0
"And in the fourth quarter, we could have a fourth quarter weather pattern exactly the same way as we did last year.",0
Our operating oil sands assets and two of our natural gas processing facilities are subject to the CCIR and are therefore exempt from the Alberta carbon levy.,0
This is interesting because what we heard was basically this was a revenue measure more than having -- because of the -- it's not extensive to all sources of CO2.,0
"We had commented -- in the prepared remarks, I think that you'll see it -- I think the comment, the characterization was that would largely be gone at this point.",0
"And quite frankly, it's stronger just because market size, sales quality, new products, et cetera.",0
"But because of the type 2 diabetes program that we are co-funding, that will be -- a large portion of that cost will be incurred this year.",0
The coal plant is one that we've been working on for a number of years and we're proud of where we've come with regard to the coal plant as we try to point out.,0
Turnarounds at the NRC and GWA offshore platforms were completed ahead of schedule and enabled additional production due to alignment with a planned KGP Train 4 turnaround.,0
"We are going ahead with our 70,000 barrel a day crude -- light crude unit at Corpus and our 90,000 barrel a day crude unit in Houston.",0
"We also increased the amount of coal we have hedged and as you saw a little bit of fuel surcharge, so frankly all three of those things would have gone into the mix.",0
"I mean, for us, it's probably stepping down modestly, and part of that's because we have been taken corrective action pricing to some extent, that's behind us at least with a certain number of our account base.",0
"With Ubleam, which specializes in the Internet of Things, Air Liquide is co-developing in particular a tagging technology that transforms gas cylinders into connected objects.",0
We still have work to do to get our inventory full in line with our comp expectations.,0
Such group-wide structural reform significantly improved the profit margins of Information & Communication and Material Solutions.,0
"Subsequently, the new NPDES permit was received in 2017 and new WTP design will re-commence in 2018.",0
"Our Systems business posted impressive figures in 2014, both in terms of sales growth and profitability.",0
"With a length of 2.7 kilometres, the bridge is the second longest railway bridge in Germany, and is part of the largest railway project under the “German Unification Transportation Projects” programme.",0
"Sure, so you can see our aim is to be operating the business below our 3x debt leverage.",0
We are working on plans to plant saplings across 20 hectares of land over the course of 10 years.,0
"And so you remember, our Northeast Wattenberg position is plus or minus 50% on oil cut, and the Hereford is plus or minus an 80% oil cut.",0
"Latin America is okay, it's going to be stronger in the second half than the first half.",0
"I think we've got -- the last couple of years, we've got a really good game plan in place on Charcoal.",0
We have been meeting those expectations each year – and even reaching our cash cost reduction target a year early.,0
"I mean, we've moved through the Easter period where there generally tends to be a softness in relation to the overall market.",0
Repeatedly carrying out this process has resulted in our Satisfaction DI* improv- ing from 40% in the year ended March 2014 to 47% in the year ended March 2016.,0
"Yes, we still believe that we will have some year-over-year growth in land spend.",0
"As far as the inflation, the passive inflation, we're able to do it mostly on regular retails.",0
"The baseline is an estimate, as client or asset level emissions data is currently not available in all cases and where appropriate, we have used internal and external data and proxies to fill these data gaps.",0
"The tax rate was 38.44% for the third quarter because we had to do a little catching up, right?",0
"In 2018, UOB was appointed the co-lead arranger for Sinar Kamiri’s Green Sustainable and Responsible Investment (SRI) Sukuk Wakalah fundraising exercise of up to RM245.0 million.",0
"And for us, the biggest impact is on our brass products for those who are curved stop and a number of smaller products.",0
"MARKET Our marketing and trading strategy is to build a diverse customer portfolio and pursue additional sales agreements, underpinned by reliable domestic gas and LNG production and supplemented by globally sourced volumes.",0
"This is the one area, Julie, that it could just dry up and we could see that drop off.",0
The USD 2.7 billion investment will raise our pulp production capacity by more than 50% and significantly contribute to future earnings.,0
"In addition to the main island of Okinawa, we have established independent internal combustion power-generating facilities in 10 remote islands including Ishigaki and Miyako islands.",0
And 5% finally on the grid in U.S. in August and the ceilings was effective in August.,0
Planning for these works includes ensuring that the cooling infrastructure meets potential future needs in a climate change impacted future.,0
I think everybody's pretty clear on trying to do coal in the U.S. without the CO2 solution.,0
"For 145 years, Rio Tinto has been pioneering the production of materials essential to human progress.",0
"By Scope category, Scope 3 carbon emissions account for twice those of Scope 1 and 2.",0
"The mix was moderately positive at about $4 million and price was $56 million for the quarter and then, of course, our fuel was up $65 million quarter-over-quarter.",0
"Yes, I don't know it will be quite as strong with the second quarter, Laurence, but I think we did see some [shifting].",0
"I mean I think one is obviously, performance, in the last couple of quarters in particular this quarter, across pretty much all the vectors, right?",0
"That's something that we're going to continue to optimize over the course of the year with these cost reductions as well as just obviously, optimizing in general what we tend to do.",0
"Honda had been the only previous company that allowed more of it, made production vehicles consuming natural gas, so this is, I think, a big step forward.",0
"Forward foreign exchange contracts are used purely as a hedging tool, where an active market for the relevant currency exists, to minimise the Group’s exposure to movements in exchange rates on firm commitments and specific transactions.",0
Anyone who owns their own home does not necessarily have to feed the solar electricity generated on the roof into the grid today as they did before.,0
"Knowing this will allow us to effectively mitigate some of the risks associated with a changing climate and potentially take advantage of the opportunities, from both a pricing, business planning and capital management perspective.",0
"But I would say that with our primary focus this year being on delevering, we're not really looking actively to put new cash to work hard or to acquire additional assets with debt.",0
"As we look towards 2019 with more synergies coming on and continuing to drive that business, we do expect it to be accretive in future years.",0
"Natural gas, when burned, emits carbon dioxide and is considered a greenhouse gas.",0
"We expect sales volume to reach record-high levels due to growing sales of EN-compliant batteries for new vehicles as well as new and replacement lead-acid batteries for start and stop vehicles, which are highly profitable products.",0
"But if you remember, way back in the 2000 Energy Law, when that went through, we increased the capacity coming to the state, I think, to 5,000 megawatts, as I recall.",0
"In December 2019, we signed an agreement to divest our LNG business, and we expect that the transaction will close during the summer of 2020.",0
"We're also bringing a very important production center online, so that's a major focus of the management team in over the next 12 months or so.",0
"And with our 2 big hydrocrackers that get finished this year, we'll be up to 39%, 40% distillate.",0
We will continue to adjust the shape of our portfolio to match energy and commodity demand and meet society’s expectations while maximising shareholder returns.,0
There's not one margin that's really that much different than the others.,0
"Now that, that has been resolved, what we're saying is that the end market is softer than we had anticipated when we set the range upfront, and that's pulled down the overall size of the market.",0
"We are on schedule, and we continue to actually run a little bit ahead of schedule in certain areas in our production build that.",0
"Overall, water usage for processing, cooling and consumption in our thermal power stations was 1,486 megalitres.",0
"“contribute to the development of our communities and help to ensure a vibrant future through creation and innovation in energy, natural resources, and materials.”",0
"But I think the basic commitment to the FinFET conversion, first wave and then the pilot investments in 10-nanometer are there.",0
The department also engaged consultants to undertake a desktop analysis (based on publicly available information) examining the preparedness of local governments to adapt to climate change and the impact on their governance and operational business areas.,0
"And the other thing is in this kind of an environment, in some instances, our clients were not able to win the deals that we were advising them on just based on the climate.",0
Our expectation is we're going to be primarily out of BPA by the end of '17.,0
We will do so by soliciting bids for construction of thermal power supply projects to strengthen our power supply competitiveness;,0
"The Little River has experienced problems with water quality, resulting in high concentrations of total dissolved solids in the intake water and requiring the plant to curtail load or use water from back-up water supply ponds.",0
"We fulfil part of the local content obligations by investing in harbour infrastructure, thereby also securing critical harbour capacity for staging and load- out of wind turbines.",0
2 oven that will almost deliver as good as a pizza as coming out from the white wood fire open from our Beech Over.,0
"I mean, look, selling, as I've always said, selling these lower quality assets is an adventure.",0
"So if you look at our full year -- at our full all-in share count, the result of the convert is going to reduce it by about 2.176 million shares.",0
"Furthermore, the Paris Agreement was reached in December 2015 at the twenty-first session of the Conference of the Parties to the United Nations Framework Convention on Climate Change (COP21).",0
"I mean last year, we started off with a very high cash position, so that allowed us to buy back a little more.",0
"But on your first question where you were wondering how many megawatts of CITC we would have in 2014, I'd say roughly between 200 and 215 megawatts and it's all solar at that point.",0
"So the plant has shrunk quite a bit over the last several years, will be consolidated into, let's say, hybrid automotive/industrial plant and obviously, the reduction of overhead that's associated with that.",0
"We can handle two types of brass, they can only handle one, and that's why they pulled out the other type in their foundry.",0
"Another example that, of a couple of assignments in the last few months that we're helping climates on, is as you think about who owns the consumer in an organization, how do you manage that?",0
Mr. Talwar was instrumental for shifting all commercial vehicles in Delhi to CNG and was associated for unprecedented increase in port capacities in India mainly through private sector investment and ploughing back of pro ts.,0
The downward revisions reflect an expectation that the aftermath of the COVID-19 pandemic will accelerate the pace of transition to a lower carbon economy and energy system.,0
"Our objective is to make sure our employees, our associates, end up with a really good compensation package and we end up with a cost structure that makes us competitive.",0
"And in vinyl, we went out on February 1 with a 3% to 5% vinyl siding and metal on March 15 with a 2% to 4%.",0
We started out thinking that this -- we would do this organic and inorganic growth in the TiO2 segment and that was pretty much of our exclusive focus.,0
"In 2015, we started operation of our second factory in India, located in the southern city of Sri, and plan to build a third factory in the west of the country.",0
"Our experience is now quite extensive, and I think it provides us some opportunities, perhaps, that we can talk about 90 days from today in terms of a diversification.",0
Cost leadership is how we continue to deliver the same results in driving further value and cost reductions into our program.,0
It will enable E.ON to acquire and leverage a comprehensive understanding of the transfor- mation of the energy system and the interplay between the individual submarkets in regional and local energy supply sys- tems.,0
"We have an energy efficiency rider and we have a renewable rider, but we don't have any other mechanisms here in New Mexico.",0
"President during several years of the Renewable Energy TASK FORCE, Sustainability Energy Efficiency and Carbon Market in ARIAE (Latin American Energy Regulators Association).",0
"KLAS named us as the #1 population health, and we had sort of a -- I think KLAS said it was an 80% of our customers said they would come back to Premier for additional services.",0
"In January 2021, the EDF group ranked first in the list of the most credible companies in terms of communication, in the utilities/energy category (1).",0
E.SUN also strengthens its skills to combat money laundering and enhances its system surveillance.,0
"We predict large players will become larger on FinTech developments and rising costs of compliance, as it will be increasingly difficult for turnover-dependent smaller brokerages to survive.",0
Could you tell us more about the framework of actions that contribute to the future success of Schneider Electric?,0
"The efforts there have been consistent, and frankly, I believe, we are making significant progress toward achieving that end.",0
So the study's gone from in our mind 30 plus patients to 100.,0
"(1) The assets heading includes assets certified as development related to the solar-thermal power plant that uses tower technology and concentrated solar power in South Africa, totaling €118,804 thousand, applying the shareholding that the Company holds.",0
"However, since our financing is in such good shape and we project that we'll become cash flow positive soon, we don't have quite the drive to go down that path.",0
"So in many respects, maybe even '07 isn't clean, so to speak.",0
"The preferred metric for assessing the carbon footprint of an investment portfolio, as currently recommended by TCFD, is the Weighted Average Carbon Intensity (WACI).",0
So we wanted to diversify our business risk having a second supplier.,0
"And we had a relationship with the owners of Climate, and this was an opportunity.",0
"Six major climaterelated impacts were modelled: WATER STRESS SEA LEVEL RISE FLOODS WILDFIRES HURRICANES HEAT WAVES The pilot study was conducted using three climate change scenarios (extreme, moderate and low) modelled for 2020, 2030 and 2050.",0
"As a member of the Green Purchasing Network, Tokio Marine & carbon operations in all business activities.",0
"It has a lot of environmental benefit and at the same time, we save about $120,000 per well in trucking cost.",0
"Well, again, at a high level, the opportunity remains for the Components business to get above-market growth in those areas where emissions requirements are increasing.",0
We already know now that will give us a return that will more than cover our cost in the back half of the year.,0
"Then, in February, the company won a contract to build three solar power plants in the United Kingdom, expanding its existing fleet of six similar plants and increasing total installed generating capacity to 100 MW.",0
"And we may have to bring on a few more in the future, but that's another thing that's going to help us mitigate the problems regarding labor in the years to come.",0
"To further subsidise device prices and migrate our customers from 2G to our 4G network, we provided network-locked devices.",0
So we’re playing a meaningful role in bringing about major regeneration and helping to bridge the north-south divide.,0
"So we're sort of headed towards 120,000, and then what we're saying is that by the end of the year, we anticipate to be at that production rate, of that FPSO capacity, of 120,000.",0
A hypothetical change in interest rates of 1% on our outstanding variable rate debt would increase our annual interest expense by approximately $2.7 million.,0
"And then the remainder of the CapEx, as you put it, really is around digital initiatives which all include NuMi and the investments we're making in the e-commerce platform for the direct business.",0
"In terms of fnal energy consumption, electricity will expand by 58%, from total worldwide demand of 23,000 TWh in 2018 to 36,500 TWh in 2040.",0
"So either way, I think it's -- as long as there's movement to improve the efficiency in California in water use, we can benefit from that.",0
Budgets are reviewed each month and updated three times per year.,0
"Enhance the management infrastructure that supports global business expansion In the fiscal year ended March 31, 2016, the operating environ- ment for the EBARA Group was uncertain.",0
"Green revenue” is defined as revenues from products and services that contribute to positive environmental outcomes, for example:",0
There's no -- a lot of the Herbalife controversy was around inventory loading and representatives buying inventory.,0
"And to your point, yes, the labor costs have come down.",0
"The -- let's just say the -- we're in that stage now where we've got a very strong -- at least, the last report I got was we got a very strong pipeline of candidates.",0
(8) Cerrejón – Marketable Coal Reserves decreased due to the reduction in the nominated production rate from 33Mtpa to 29.5Mtpa and mining duration constrained to lease expiry in 2034.,0
They measure -- they've actually added about $2.5 billion of their general sales tax and a portion of their future motor vehicle sales tax to the highway fund.,0
"And of course, the production schedule, as we know it now, is essentially consumed by our U.S. customer, the U.S. Air Force, and they are top priority to get these planes delivered in accordance with the contract.",0
