label,text
tech," The proportion of surfers using Microsoft's Internet Explorer (IE) has dropped to below 90%, say web analysts.  Net traffic monitor, OneStat.com, has reported that the open-source browser Firefox 1.0, released on 9 November, seems to be drawing users away from IE. While IE's market share has dropped 5% since May to 88.9%, Mozilla browsers - including Firefox - have grown by 5%. Firefox is made by the Mozilla Foundation which was set up by former browser maker Netscape in 1998. Although there have been other preview versions of Firefox, version 1.0 was the first complete official program. ""It seems that people are switching from Microsoft's Internet Explorer to Mozilla's new Firefox browser,"" said Niels Brinkman, co-founder of Amsterdam-based OneStat.com.  Mozilla browsers - including Firefox 1.0 - now have 7.4% of the market share, the figures suggest. Mozilla said that more than five million have downloaded the free software since its official release. Supporters of the open-source software in the US managed to raise $250,000 (£133,000) to advertise the release of Firefox 1.0 in The New York Times, and support the Mozilla Foundation. There was a flurry of downloads on its first day of release.  The figures echo similar research from net analyst WebSideStory which suggested that IE had 92.9% of users in October compared to 95.5% in June. Microsoft IE has dominated the browser market for some time after taking the crown from Netscape, and its share of users has always stayed at around the 95% mark. Firefox is attractive to many because it is open-source. That means people are free to adapt the software's core code to create other innovative features, like add-ons or extensions to the program. Fewer security holes have also been discovered so far in Firefox than in IE. Paul Randle, Microsoft Windows Client product manager, responded to the figures: ""We certainly respect that some customers will choose alternative browsers and that choosing a browser is about more than a handful of features. ""Microsoft continues to make significant investments in IE, including Service Pack 2 with advanced security technologies, and continues to encourage a vibrant ecosystem of third party add-ons for Internet Explorer."" Firefox wants to capture 10% of the market by the end of 2005. Other browser software, like Opera and Apple's Safari, are also challenging Microsoft's grip on the browser market. Opera is set to release its version 7.60 by the end of the year. OneStat.com compiled the statistical measurements from two million net users in 100 countries. "
sport," Greek sprinters Kostas Kenteris and Katerina Thanou have been suspended after failing to take drugs tests before the Athens Olympics.  Athletics' ruling body the IAAF said explanations from the pair and their former coach as to why they missed the tests were ""unacceptable"". It added that Kenteris and Thanou had been ""provisionally suspended pending the resolution of their cases"". They face two-year bans if found guilty by the Greek Athletics Federation. The suspension also covers the athletes' controversial coach, Christos Tzekos. Kenteris, the 2000 Olympic 200m champion, and Thanou, the women's 100m silver medallist from the same Games in Sydney, also face a criminal hearing in Greece over the missed tests. They failed to appear to give samples in Chicago and Tel Aviv shortly before the Athens Games and again in Athens on 12 August, the eve of the opening ceremony. Greek prosecutors have also charged them with faking a midnight motorcycle crash which led to them spending four days in hospital. Some medical staff have been charged with writing false medical reports. Wednesday's statement said the Greek Federation (SEGAS) would convene a disciplinary hearing for the trio to determine whether there had been doping violations.  ""There will be a final right of appeal from the decision of the Greek Federation to the Court of Arbitration for Sport,"" the IAAF said. Tzekos insisted he and the runners had nothing to hide. ""The IAAF's decision means nothing,"" he said. ""We'll be presenting all our arguments to SEGAS - we're innocent."" "
tech," Nokia and Microsoft have agreed a deal to work on delivery of music to handsets, while Sony Ericsson has unveiled its phone Walkman and Motorola is working on an iTunes phone.  Can mobile phones replace the MP3 player in your pocket? The music download market has been growing steadily since record firms embraced digital distribution. Ease of use, relative low price and increased access to broadband has helped drive the phenomenal growth of MP3 players.  Full-length music downloads on mobile phones have not taken off so quickly - held back by technical challenges as well as issues over music availability. But the mobile music industry is confident that the days of dedicated MP3 players are numbered.  Gilles Babinet, chief executive of mobile music firm Musiwave, said: ""Music downloads on mobiles have the potential to be the biggest-ever medium for music.""  Musiwave provides downloading infrastructure for the mobile phone market and Mr Babinet said the industry was enjoying ""definite momentum."" But there are hurdles to overcome. Mobile phones offer limited storage for music - certainly nothing to rival Apple's 60GB iPod. But the first mobile phones with hard disk players will be on the market soon and the current generation of mobiles using flash technology can store up to one gigabyte of music - enough for 250 songs. ""We are working in the hard disk area and we will be bringing out exciting devices,"" Jonas Guest, vice president for entertainment at Nokia, told the BBC News website. But will mobiles become mere storage devices? ""One of the problems we could have is that mobiles are used just for storage and playback while PCs are used for downloading,"" said Mr Babinet  ""We don't want people to cast aside their PCs - we want mobile users to hook up into the existing ecosystems,"" explained Mr Guest. ""You must enable people to transfer music from a PC to a handset and vice versa.""  One of the key elements of the Nokia and Microsoft deal is the agreed ability to transfer songs between a handset and a PC. Microsoft will adopt open standards allowing music to cross boundaries for the first time. Songs can be downloaded on PC or mobile and transferred between the platforms. ""The line between online and wireless is going to blur,"" predicted Ted Cohen, senior vice president of digital development and distribution at EMI. He said: ""The market is more regional in its maturity. In Asia it is beyond belief. ""The majority of our digital revenues in Asia comes from mobiles. In North America it is fixed line while there is equilibrium in Europe.""  EMI currently offers its entire 200,000 download catalogue for use by both by PCs and mobile phones. Mr Cohen said: ""It's going to be just as important to connect through 3G or wireless as it is through your PC. ""We want music to be a continuum."" The seamless experience of mobiles and PC downloads is approaching, he predicted. Mr Babinet said the mobile phone had a number of advantages over PCs which would see it become the focus for music downloading in the future. ""Getting music from your PC onto a device is not an easy experience. You have to switch the PC on, load the operating system, load the program, buy the music, download the music, and then transfer the music. ""All of these steps can be done in one step on a mobile phone."" He said the mobile phone's billing system would make it easier for teenagers to embrace downloads, because pre-paid cards were already accepted by the age group.  ""Certainly, we have a problem with battery, memory and bandwidth. But it's not about the current status. It's about the potential. ""You will have all of your music on your mobile."" All three men said that the social interaction of mobile music would drive the market. Mr Cohen said: ""I can send you the song and it is either billed to me or I send it to you and if you listen to it and want to keep, it is billed to you. ""It's a social phenomenon."" Mr Babinet said: ""Today you use radio and TV to discover music. Tomorrow you will discover and consume music via one device - the mobile."" "
business," Six UK greyhound tracks have been put up for sale by gaming group Wembley as part of a move which will lead to the break-up of the group.  Wembley announced the planned sale as it revealed it was to offload its US gaming division to BLB Investors. US gaming consortium BLB will pay $339m (£182.5m) for the US unit, although the deal is subject to certain conditions. BLB holds a 22% stake in Wembley and last year came close to buying the whole firm in a £308m takeover deal. Shares in Wembley were up 56 pence, or 7.6%, at 797p by mid-morning.  The sale of the US gaming unit will leave Wembley with its UK business. This includes greyhound tracks at Wimbledon in London, Belle Vue in Manchester, Perry Barr and Hall Green in Birmingham, Oxford and Portsmouth. Analysts have valued the six tracks at between £40m-£50m. The US business accounts for about 90% of Wembley's operating profit and consists of operations in Rhode Island and Colorado. BLB's purchase of the US unit is subject to the agreement of a revenue-sharing deal being struck with Rhode Island authorities. Wembley said that, once the deal was completed, it anticipated returning surplus cash to shareholders. ""Whilst the completion of the sale of the US Gaming Division remains subject to a number of conditions, we believe this development is a positive step towards the maximisation of value for shareholders,"" said Wembley chairman Claes Hultman. Wembley sold the English national football stadium in 1999 to concentrate on its gaming operations. "
business," Shares in struggling German football club Borussia Dortmund slipped on Monday despite the club agreeing a rescue plan with creditors on Friday.  The club, which has posted record losses and racked up debts, said last week that it was in ""a life-threatening profitability and financial situation"". Creditors agreed on Friday to suspend interest payments until 2007. News of the deal had boosted shares in the club on Friday, but the stock slipped back 7% during Monday morning.  In addition to the interest-payment freeze, Borussia Dortmund also will get short-term loans to help pay salaries. It estimated that it needs almost 30m euros ($39m; £21m) until the end of June if it is to pay its bills. The football club is hoping that all its creditors will agree to defer rent payments on its Westfalen stadium. Borussia officials met with almost all the banks involved in its financing on Friday and over the weekend. Three creditors have yet to agree to the deal struck last week. On 14 March, one of these creditors - property investment fund Molsiris which owns the club's stadium - holds its AGM at which it will discuss the rescue plan. Chief executive Gerd Niebaum stepped down last week and creditors have been pushing for a greater say in how the club is run. Borussia Dortmund also is facing calls to appoint executives from outside the club. The club posted a record loss of 68m euros in the 12 months through June. Adding to its woes, Borussia Dortmund was beaten 5-0 by Bayern Munich on Saturday. "
business," Laura Ashley is parting company with its chief executive Ainum Mohd-Saaid.  The clothing and home furnishing retailer said Ms Mohd-Saaid had resigned for personal reasons. Her departure will come into effect on 1 February and follows the departure of co-chief executive Rebecca Navarednam on 1 January. Ms Mohd-Saaid is to be replaced by Lillian Tan, presently a non-executive director of the company and head of a Malaysian retailer.  In a statement issued on Thursday, Laura Ashley thanked Ms Mohd-Saaid for her services to the company. Its shares were down 8.51% to 10.75p in late Thursday morning trading on the London Stock Exchange.  Since 2002, Ms Tan has been managing director and chief executive of Metrojaya, one of the largest retail groups in Malaysia. Laura Ashley, which is due to issue its next trading statement in the next few weeks, has in recent months been hit by reports of poor sales. In October last year, it announced the closure of one of its two Welsh factories. In September, the company had said that its half-year clothing sales had been ""below expectations"". In recent times, it has put renewed focus on home furnishings rather than clothing, but last September it reported that interim six month losses had risen from £1m to £1.2m, while sales had fallen from £138m to £118m.  Laura Ashley, which floated on the London Stock Exchange for £200m ($376m) in 1995, is majority-owned by Malaysia entrepreneur Dr Khoo Kay Peng. In 1996, its share price was more than 200p. It has long been reported that Dr Khoo intends to take the company private, but he has always denied this. ""Laura Ashley is a bit of a shrivelled husk of a company,"" said retail analyst Nick Bubb of Evolution Securities. ""It is all pretty odd with its Malaysian owners seemingly just shuffling the deckchairs."" Laura Ashley was founded by its late namesake in Kent in 1955, before moving to Mid Wales in 1961 where it still has its main UK factory. "
politics," In a locked room at the heart of Parliament there is a hive of scandal.  Sex, betrayal and custody of children are all there in this affair but this time it has nothing to do with the recent troubles of David Blunkett or Boris Johnson.  Few realise that Westminster in effect has its own divorce den. For sprinkled among 12 floors of archives are blow-by-blow accounts of marital break-ups - and now you can search what's there online. Until 1857, the only way in England to get a full divorce which allowed re-marriage was to obtain an Act of Parliament by proving adultery or life-threatening cruelty. The legacy is pages of testimonies used in the hearings, dating back to 1670, all recorded among the 325,000 items which fill the 12 floors of the parliamentary archives in Parliament's Victoria Tower. Most people researching their family history want to discover some tale of illicit love. This gives them the chance.  Divorce by Parliament was an expensive process open really only to the rich but the records also include the testimony of maids, butlers and coachmen about their masters and mistresses. Among the records is the story of Jane Campbell, the first woman ever to divorce her husband. That happened in 1801 after she had discovered her husband, Edward Addison, had committed adultery with her sister Jessy.  A transcript of evidence from Jessy's maid, Amelia Laugher, shows her telling how Addison frequently passed by her on the way to the room where she had just put her mistress naked to bed. It must have been a killer blow to Addison's case - he had already fled abroad rather than pay the £5,000 damages ordered by a civil court. As well as making divorce history, Jane Campbell won custody of her children - unusual for a woman at the time. But divorces are by no means the only documents in the archives which hold personal details of people often far removed from politics and Parliament.  There are the protestation returns from 1642 - lists of the Protestants who pledged to ""maintain the true reformed Protestant religion"". There are details of foreign nationals made British citizens by act of Parliament, including composer George Frideric Handel in 1727. And the mass of private bills which, for example authorise the building of railways and roads, contain both the names and addresses of those involved and testimonies giving people a unique perspective on how their ancestors opposed them.  Tax bills may be an extra source for pedigree hunters - the longest stretches for about 300m and is longer than the Palace of Westminster itself, listing the names of appointed tax collectors. This wealth of material has long been open to the public at the House of Lords Record Office, with visitors able to phone ahead when they want to view particular items in the search room. But now five years of work has produced an online catalogue. David Prior, assistant clerk of the archives, says the catalogue opens up new possibilities for research. ""Before, you just could not do it, you faced trawling through pages and pages of printed material,"" he says. Mr Prior sees the changes as part of a wider revolution in archives generally. ""The archive profession may look fairly staid but is in an enormous period of change, mainly motivated by the potential of IT, which is opening up all sorts of vistas for us,"" he says.  The archives do, of course, hold records of high (and low) politics too for both Houses of Parliament, including copies of all acts passed since 1497 - the oldest dealing with the employment of workers in the woollen industry in Norfolk. Records for the Commons only date back to 1834 - anything earlier was wiped out by the fire which destroyed most of the Parliament buildings in 1834.  But that still leaves some of the most important documents of UK political history - parts of the Bill of Rights from 1689, the death warrant for Charles I, the private papers and diaries of major politicians such as David Lloyd George and Andrew Bonar Law. There is also the 1606 act establishing 5 November as a thanksgiving day - the year after the Gunpowder Plot. That document is likely to feature in the exhibition the archives will put on next year as part of a series of events across London to mark the 400th anniversary of Guy Fawkes' conspiracy. As Mr Prior remarks as we walk by shelf after shelf of vellum (parchment made from goat's skin): ""All human life is here."" "
politics," The Conservatives would stand up for the ""forgotten majority"", Michael Howard pledged as he unveiled the first part of the Tory election manifesto.  The Tory leader argued there was a mass of people whom he says feel let down by Tony Blair and who share Tory values. In the foreword to the manifesto, he promises to focus on restoring order, trying to lower taxes and giving power back to the people. Labour says the document offers only a return to a ""failed Tory past"". The Liberal Democrats say the Conservatives cannot win what they predict will be a three-party contest.  Campaigning activity is accelerating ahead of the general election, which is widely tipped for May but could be any time before June 2006. Labour on Monday postponed a launch of election posters because of the Asian tsunami disaster. Mr Howard published the introduction to the Tory manifesto. Other chapters will follow in coming weeks.  In a speech in Northamptonshire, he said the ""forgotten majority"" made up the backbone of Britain. They were people who were saving for their first home or their retirement, working hard and accepting their responsibilities. He says in the manifesto foreword: ""They have been forgotten, neglected and taken for granted by Mr Blair.""  Saying Britain must change direction, Mr Howard argues government is too big and cannot continue ""down the path of ever rising taxes"". He promises to ensure frontline professionals, parents and patients make the key decisions rather than Whitehall ""bureaucrats"". And he says the Tories would get a grip on crime, immigration and disorder. ""The decline of responsibility and the proliferation of so-called 'human rights' have left us in a moral quagmire, unable to get a grip on rising crime and disorder,"" he says.  Mr Howard says he will produce a Timetable for Action so people can hold him to account but on issues like taxation he has so far only published options, not specific plans. Mr Howard told BBC News: ""I'm determined to lower taxes but I'm also determined not to make any promises I can't keep."" The Tories were unveiling material months ahead of the expected election because they needed time to make voters aware of their policies, he said. He was asked if Tory support for the government on Iraq and identity cards had given the Lib Dems the chance to portray themselves as the opposition to Labour. Mr Howard argued the only test for his policies was whether they were best for Britain. It had nothing to do with putting ""clear blue water"" between himself and his opponents.  Labour's election slogan will be: ""Britain's working, don't let the Tories wreck it again"". Campaign coordinator Alan Milburn accused the Tories of ""launching Thatcherism in instalments"" while Labour helped the hard working majority of families. Lib Dem president Simon Hughes said his party had set out its election stance in September. ""The Liberal Democrats will ask the British people for support this year as the party with the policies best able to deliver freedom and fairness and to restore trust,"" he said. "
sport," Italy skipper Marco Bortolami believes Saturday's Six Nations contest against Scotland will be a scrappy encounter.  With both sides looking for their first win of the championship, the third-round game at Murrayfield has been billed as a wooden-spoon decider. And Bortolami feels the Edinburgh contest could end up being a bruising battle of the packs. ""It will not be a pretty game because both teams are desperate to gain their first win,"" said the lock forward. Italy have only recorded three wins since they joined the Six Nations in 2000, but two of those have come against Scotland. This year, Italy opened up with a stubborn display against Ireland but ended up losing 28-17.  However, they were thoroughly outplayed by an impressive Welsh side in Rome last time out. Now the Italians travel to Edinburgh hoping to claim their first away win in the Six Nations. ""Scotland played extremely well against France in Paris but not so well when Ireland came to Edinburgh,"" said Bortolami. ""We are still very disappointed with our last game against Wales in Rome and we are thoroughly determined to right the wrongs. ""As a nation, our quest is to be respected as a team worthy of a place in this tournament and we can only do this by winning games."" "
politics," Foreign Secretary Jack Straw will visit Auschwitz for the 60th anniversary of the former Nazi concentration camp's liberation, it has been announced.  Prince Edward will also join the UK delegation in Poland for National Holocaust Memorial Day on 27 January. Between 1.1 and 1.5 million people, mainly Jews, were killed at Auschwitz. The Tories said they were glad Mr Straw had been ""shamed"" into going, having earlier criticised the decision to send a lower-ranking official. Shadow Foreign Secretary Michael Ancram said: ""I am glad the foreign secretary has finally been shamed into representing Britain at this important act of commemoration. ""Once again this government has shown crass insensitivity until it has been forced by public opinion into doing what it should have done in the first place.""  In Britain, the Queen and Prince Philip will lead the nation's commemoration at a service in Westminster Hall, London. The Queen will also host a reception for holocaust survivors at St James's Palace. Altogether, some six million people, mainly Jews, perished in the Holocaust. The Queen's grandson, Prince Harry, sparked outrage earlier this week after photographs of him wearing a Nazi uniform at a costume party emerged. The prince, 20, apologised, but critics have called for him to go to Auschwitz for the commemoration of the Soviets' 1945 liberation of the camp. Prince Harry should see for himself ""the results of the hated symbol he so foolishly and brazenly chose to wear"", Rabbi Marvin Hier, founder of Jewish human rights group the Simon Wiesenthal Center said. "
business," Strong growth in subscriptions to mobile phone network Orange has helped boost profits at owner France Telecom.  Orange added more than five million new customers in 2004, leading to a 10% increase in its revenues. Increased take-up of broadband telecoms services also boosted France Telecom's profits, which showed a 5.5% rise to 18.3bn euros ($23.4bn; £12.5bn). France Telecom is to spend 578m euros on buying out minority shareholders in data services provider Equant.  France Telecom, one of the world's largest telecoms and internet service providers, saw its full-year sales rise 2.2% to 47.2bn euros in 2004.  Orange enjoyed strong growth outside France and the United Kingdom - its core markets - swelling its subscriber base to 5.4 million. France Telecom's broadband customers also increased, rising to 5.1 million across Europe by the end of the year. The firm said it had met its main strategic objectives of growing its individual businesses and further reducing its large debt. An ill-fated expansion drive in the late 1990s saw France Telecom's debt soar to 72bn euros by 2002. However, this has now been reduced to 43.9bn euros. ""Our results for 2004 allow us to improve our financial structure while focusing on the innovation that drives our strategy,"" said chief executive Thierry Breton.  Looking ahead, the company forecast like-for-like sales growth of between 3% and 5% over the next three years. France Telecom is consolidating its interest in Equant, which provides telecoms and data services to businesses. Subject to approval by shareholders of the two firms, it will buy the shares in Equant it does not already own. France Telecom said it would fund the deal by selling an 8% stake in telephone directory company PagesJaunes. "
politics," Peace protestors have lost a landmark appeal over police actions in stopping an anti-war demonstration days after the start of the Iraq war.  They had appealed against a High Court decision that it was not unlawful for police to forcibly turn protestors away near RAF Fairford, Glos, in 2003. The police had also sought to overturn a breach of human rights ruling arising from the same case. Sitting on Wednesday, three Appeal Court judges dismissed both appeals. They were challenging decisions by two judges in the High Court in February this year. It followed action by police, when three coachloads of people were searched and detained on the way to RAF Fairford and forced to return to London under police escort. The demonstrators appealed against a finding by Lord Justice May and Mr Justice Harrison that it was not unlawful for the police to turn the passengers away.  The police were urging Lord Chief Justice and Lord Justices Clarke and Rix to overturn the ruling that they had breached the protestors' human rights by detaining them in the coaches. Craig Mackey, assistant chief constable of Gloucestershire Police, said: ""We have always considered that our responses were proportionate and all our decisions on the day were based on intelligence."" He said no one on the coaches accepted responsibility for items found on the coaches including body armour, a smoke bomb and five shields. ""Given these circumstances, and the fact that RAF Fairford, and other military installations in the UK, had been the scene of increasingly destructive disorder in the weeks preceding this incident, the police commander on the ground made the decision to turn back the coaches. ""From day one we have vigorously defended this decision, which was made out of a genuine concern that if the coaches were allowed to proceed it would have resulted in disorder and criminal damage at RAF Fairford."" Fairford Coach Action, representing more than 80 people who appealed against the police actions, say they are prepared to take their case to the European Court of Human Rights. Their action is supported by Amnesty International and Liberty. "
sport," Real Madrid are closing in on a £2m deal for Everton's Thomas Gravesen after the Dane's agent travelled to Spain to hold talks about a move.  John Sivabaek told BBC Sport: ""I'm here to listen to what Real have to say. Nothing has been agreed, but this is a big opportunity for any player."" The 28-year-old's contract expires in the summer, but Real want a quick deal. Sivabaek added: ""I will be meeting Real on Wednesday. There is serious interest, but it is Everton's hands."" Everton must decide whether to cash in now on the Denmark midfield man, or risk losing him for nothing in the summer. Manager David Moyes has defiantly claimed that he expects Gravesen to still be at Everton when the transfer window closes at the end of January.  Moyes said: ""I speak to Tommy regularly and we know where we are at. ""There's been no contact. We don't want to lose him."" Real Madrid general manager Arrigo Sacchi is the driving force behind the move, convincing vice-president Emilio Butragueno and new coach Wanderley Luxemburgo that Gravesen is the right man for the Bernabeu. Everton must weigh up whether it is worth taking the money on offer for Real and risk their own ambitions for European football. Gravesen has been outstanding as Everton have established themselves in the Premiership's top four this season. "
tech," Visitors to the British Library will be able to get wireless internet access alongside the extensive information available in its famous reading rooms.  Broadband wireless connectivity will be made available in the eleven reading rooms, the auditorium, caf&#233;, restaurant, and outdoor Piazza area. A study revealed that 86% of visitors to the Library carried laptops. The technology has been on trial since May and usage levels make the Library London's most active public hotspot.  Previously many were leaving the building to go to a nearby internet caf&#233; to access their e-mail, the study found. ""At the British Library we are continually exploring ways in which technology can help us to improve services to our users,"" said Lynne Brindley, chief executive of the British Library. ""Surveys we conducted recently confirmed that, alongside the materials they consult here, our users want to be able to access the internet when they are at the Library for research or to communicate with colleagues,"" she said. The service will be priced at £4.50 for an hour's session or £35 for a monthly pass. The study, conducted by consultancy Building Zones, found that 16% of visitors came to the Library to sit down and use it as a business centre. This could be because of its proximity to busy mainline stations such as Kings Cross and Euston. The study also found that people were spending an average of six hours in the building, making it an ideal wireless hotspot. Since May the service has registered 1,200 sessions per week, making it London's most active public hotspot. The majority of visitors wanted to be able to access their e-mail as well as the British Library catalogue. The service has been rolled out in partnership with wireless provider The Cloud and Hewlett Packard.  It will operate independently from the Library's existing network. The British Library receives around 3,000 visitors each day and serves around 500,000 readers each year. People come to view resources which include the world's largest collection of patents and the UK's most extensive collection of science, technology and medical information. The Library receives between three and four million requests from remote users around the world each year. "
business," South Korea will boost state spending next year in an effort to create jobs and kick start its sputtering economy.  It has earmarked 100 trillion won ($96bn) for the first six months of 2005, 60% of its total annual budget. The government's main problems are ""slumping consumption and a contraction in the construction industry"". It aims to create 400,000 jobs and will focus on infrastructure and home building, as well as providing public firms with money to hire new workers.  The government has set an economic growth rate target of 5% for next year and hinted that would be in danger unless it took action. ""Internal and external economic conditions are likely to remain unfavourable in 2005,"" the Finance and Economy Ministry said in a statement.  It blamed ""continuing uncertainties such as fluctuating oil prices and foreign exchange rates and stagnant domestic demand that has shown few signs of a quick rebound"". In 2004, growth will be between 4.7% and 4.8%, the ministry said. Not everyone is convinced the plan will work. ""Our primary worry centres on the what we believe is the government's overly optimistic view that its front loading of the budget will be enough to turn the economy around,"" consultancy 4Cast said in a report.  The problem facing South Korea is that many consumers are reeling from the effects of a credit bubble that only recently burst. Millions of South Koreans are defaulting on their credit card bills, and the country's biggest card lender has been hovering on the verge of bankruptcy for months. As part of its spending plans, the government said it will ask firms to ""roll over mortgage loans that come due in the first half of 2005"" . It also pledged to look at ways of helping families on low incomes.  The government voiced concern about the effect of redundancies in the building trade. ""Given the economic spill over and employment effect in the construction sector, a sharp downturn in the construction industry could have other adverse effects,"" the ministry said.  As a result, South Korea will give private companies also will be given the chance to build schools, hospitals, houses and other public buildings. It also will look at real estate tax system. Other plans on the table include promoting new industries such as bio-technology and nano-technology, as well as offering increased support to small and medium sized businesses. ""The focus will be on job creation and economic recovery, given that unfavourable domestic and global conditions are likely to dog the Korean economy in 2005,"" the ministry said. "
sport," The Premier League is attempting to find a mutually convenient date to investigate allegations Chelsea made an illegal approach for Ashley Cole.  Both Chelsea and Arsenal will be asked to give evidence to a Premier League commission, but no deadline has been put on when that meeting will convene. ""It's hard to put a date on it,"" a Premier League spokesman confirmed to BBC Sport. ""It's not a formal situation where they've got so much time to respond."" Arsenal and England defender Cole reportedly met Blues boss Jose Mourinho and chief executive Peter Kenyon in a London hotel 11 days ago. Chelsea have yet to officially confirm or deny the meeting, which would be in breach of Premier League rule K3.  Now the Gunners have asked for an inquiry to look into claims that their player has been ""tapped up"". Both clubs have pledged to co-operate with the inquiry which will be conducted on a single day as opposed to being run as an ongoing evaluation. Cole is in negotiations with the Gunners over extending his current deal which ends in 2007. And his Arsenal team-mate Robert Pires has urged the England left-back to stay at Highbury. Pires told the Evening Standard: ""He has been at Arsenal for ever. He is a very attacking left-back and I think he is enjoying his football because at Arsenal he plays in an offensive team. ""I am not sure he will get the same pleasure at Chelsea, even though they are doing so well at the moment. ""I have built a fantastic playing relationship with Ashley. ""We play together so well - we could do it with our eyes shut. ""But you have to respect the decision of the player. Everybody has that right."" "
sport," Flanker Colin Charvis is unlikely to play any part in Wales' final two games of the Six Nations.  Charvis has missed all three of Wales' victories with an ankle injury and his recovery has been slower than expected. ""He will not figure in the Scotland game and is now thought unlikely to be ready for the final game,"" said Wales physio Mark Davies. Sonny Parker is continuing to struggle with a neck injury, but Hal Luscombe should be fit for the Murrayfield trip. Centre Parker has only a ""slim chance"" of being involved against the Scots on 13 March, so Luscombe's return to fitness after missing the France match with hamstring trouble is a timely boost.  Said Wales assistant coach Scott Johnson: ""We're positive about Hal and hope he'll be raring to go. ""He comes back into the mix again, adds to the depth and gives us other options. "" Replacement hooker Robin McBryde remains a doubt after picking up knee ligament damage in Paris last Saturday. ""We're getting that reviewed and we should know more by the end of the week how Robin's looking,"" added Johnson. ""We're hopeful but it's too early to say at this stage."" Steve Jones from the Dragons is likely to be drafted in if McBryde fails to recover. "
tech," The current slew of sports games offers unparalleled opportunities for fans who like to emulate on-field action without ever moving from the couch.  The two giants in the field - ESPN and EA Sports - have been locked in a heavyweight battle for years. The latter is the world's largest games manufacturer. Years of experience mean that the titles in their steady flow of sport sims are finely honed, massively entertaining and ooze flair. Sports broadcaster ESPN, meanwhile, has leant its name to a series of games that are similarly classy but lower in profile and price. But that status quo was changed forever - or for the next 15 years at least - by a deal earlier this year when ESPN sold EA the rights to its TV branding and on-air talent, meaning the ESPN games presently developed by Sega will have to come to and end in their present form.  It was a massive-money deal that not only raised eyebrows but stirred active indignation in many quarters, with fans concerned that it is set to enable EA to monopolise the sports gaming landscape to an unhealthy degree. Some particularly disgruntled fans set up an online petition that notched more than 18,000 virtual signatures. Many of those clicking to complain were already rankled, for the ESPN coup happened just weeks after EA had pulled off another enormous licensing deal, controversially giving them exclusive rights to teams and personnel from America&#191;s National Football League (NFL). So, will the Sega - ESPN range be missed? A key reason for answering ""yes"" is that liking or disliking a sports game regularly comes down to personal taste, and having some options available always proves hugely handy. Online soccer fans will testify to that, between bouts of arguing over which high-profile title rules supreme out of the similar-yet-hugely-different FIFA 2005 and Pro Evolution Soccer 4. On the same note, the ESPN 2k5 and EA sports games have so little to choose between them that picking favourites will come down to players' personal preferences and spending budget rather than any technical elements. Taking hockey and basketball as examples, both publishers' efforts are phenomenally entertaining and fairly accessible. They also both look awesome, with the Sega / ESPN versions perhaps shading things on a graphical front.  In terms of gameplay, I marginally preferred EA's NBA Live 2005 for basketball, and was more satisfied ice hockey-wise by ESPN's NHL 2K5. The ESPN games are a touch more arcade-like in look and feel and are slightly easier to get into, although like their rivals, they also offer a dizzyingly-extensive array of in-game tricks and overall challenge modes that should be enough to quench thirsts of even the most die-hard of sports fans. Perhaps the most interesting aspect of the ESPN deal will be seeing how it affects the presentation of EA's future titles. The front-end decoration of EA's games has become something of an art-form in itself, loaded with slick visuals and oodles of licensed music. They are also immediately identifiable as coming from the EA stable, and the inevitable compulsion to add an ESPN look will no doubt change that in various ways. What is a shame is that the ESPN titles took similar care about framing the gameplay with an authentic setting - their preambles look and sound much like they would on TV. They are neat and excellent-value games in their current form, and combining them with EA's own established brand should produce a truly formidable beast. "
